time,open,high,low,close
2026-07-29 01:00:00+00:00,4021.0,4030.0,4009.3,4025.0
2026-07-29 02:00:00+00:00,4025.0,4036.8,4022.3,4028.3
2026-07-29 03:00:00+00:00,4028.2,4031.4,4021.5,4021.5
2026-07-29 04:00:00+00:00,4022.0,4026.0,4019.3,4025.4
2026-07-29 05:00:00+00:00,4025.9,4038.2,4025.3,4031.3
2026-07-29 06:00:00+00:00,4032.2,4043.2,4032.2,4039.8
2026-07-29 07:00:00+00:00,4039.9,4106.7,4039.9,4102.6
2026-07-29 08:00:00+00:00,4103.0,4103.5,4094.6,4096.5
2026-07-29 09:00:00+00:00,4096.8,4097.6,4090.4,4091.9
2026-07-29 10:00:00+00:00,4091.5,4093.7,4085.1,4086.1
2026-07-29 11:00:00+00:00,4086.8,4095.4,4084.0,4091.5
2026-07-29 12:00:00+00:00,4091.7,4092.5,4067.4,4080.9
2026-07-29 13:00:00+00:00,4081.3,4084.8,4060.3,4064.8
2026-07-29 14:00:00+00:00,4065.1,4068.4,4053.9,4063.2
2026-07-29 15:00:00+00:00,4063.6,4072.2,4061.7,4068.5
2026-07-29 16:00:00+00:00,4068.5,4091.7,4066.3,4086.1
2026-07-29 17:00:00+00:00,4086.2,4109.3,4086.1,4102.9
2026-07-29 18:00:00+00:00,4103.1,4170.3,4101.3,4166.8
2026-07-29 19:00:00+00:00,4167.1,4176.8,4103.8,4104.7
2026-07-29 20:00:00+00:00,4104.2,4128.9,4101.7,4126.0
2026-07-29 22:00:00+00:00,4126.7,4148.2,4121.1,4146.3
2026-07-29 23:00:00+00:00,4146.5,4158.0,4142.0,4142.0
2026-07-30 00:00:00+00:00,4142.5,4144.3,4122.3,4129.7
2026-07-30 01:00:00+00:00,4130.0,4151.5,4127.8,4142.4
2026-07-30 02:00:00+00:00,4142.1,4148.0,4120.7,4121.4
2026-07-30 03:00:00+00:00,4121.1,4127.5,4107.6,4114.1
2026-07-30 04:00:00+00:00,4115.9,4117.1,4100.3,4102.5
2026-07-30 05:00:00+00:00,4102.2,4108.0,4085.0,4090.4
2026-07-30 06:00:00+00:00,4090.8,4098.1,4086.3,4093.8
2026-07-30 07:00:00+00:00,4093.8,4108.5,4092.7,4096.1
2026-07-30 08:00:00+00:00,4096.1,4130.9,4093.9,4119.2
2026-07-30 09:00:00+00:00,4119.4,4131.5,4118.3,4121.5
2026-07-30 10:00:00+00:00,4121.8,4142.2,4121.2,4136.4
2026-07-30 11:00:00+00:00,4136.5,4141.5,4133.6,4136.0
2026-07-30 12:00:00+00:00,4136.0,4145.4,4125.4,4127.4
2026-07-30 13:00:00+00:00,4127.3,4172.5,4123.2,4172.0
2026-07-30 14:00:00+00:00,4172.1,4180.2,4145.6,4159.1
2026-07-30 15:00:00+00:00,4159.4,4169.2,4141.9,4167.0
2026-07-30 16:00:00+00:00,4166.8,4178.3,4165.6,4169.8
2026-07-30 17:00:00+00:00,4169.8,4170.2,4157.1,4161.5
2026-07-30 18:00:00+00:00,4161.5,4166.8,4157.7,4158.8
2026-07-30 19:00:00+00:00,4158.7,4174.5,4158.0,4171.2
2026-07-30 20:00:00+00:00,4171.3,4176.7,4158.0,4162.8
2026-07-30 22:00:00+00:00,4163.9,4169.8,4158.0,4167.4
2026-07-30 23:00:00+00:00,4168.1,4170.7,4160.8,4164.4
2026-07-31 00:00:00+00:00,4164.8,4165.4,4149.0,4153.5
2026-07-31 01:00:00+00:00,4153.5,4160.0,4140.0,4142.5
2026-07-31 02:00:00+00:00,4142.7,4148.8,4132.5,4134.1
2026-07-31 03:00:00+00:00,4134.0,4137.4,4129.7,4133.1
2026-07-31 04:00:00+00:00,4132.6,4139.5,4131.0,4137.6
2026-07-31 05:00:00+00:00,4138.0,4141.3,4131.0,4132.1
2026-07-31 06:00:00+00:00,4132.4,4145.3,4130.5,4135.4
2026-07-31 07:00:00+00:00,4135.0,4136.8,4124.7,4125.1
2026-07-31 08:00:00+00:00,4125.4,4125.4,4110.8,4117.6
2026-07-31 09:00:00+00:00,4117.3,4120.8,4106.5,4111.3
2026-07-31 10:00:00+00:00,4111.2,4114.7,4108.4,4110.8
2026-07-31 11:00:00+00:00,4110.7,4117.4,4106.7,4110.0
2026-07-31 12:00:00+00:00,4110.3,4115.7,4096.4,4096.8
2026-07-31 13:00:00+00:00,4096.6,4103.4,4077.6,4081.5
